SFAX,TN,SFA,34.71799,10.69099
ZAKYNTHOS,GR,ZTH,37.75090,20.88430
BRINDISI,IT,BDS,40.6576,17.94700
BARDUFOSS,NO,BDU,69.05580,18.54039
CORFU,GR,CFU,39.60189,19.91169
VALLADOLID,ES,VLL,41.70610,-4.85194
GENOA,IT,GOA,44.4133,8.8375
ABERDEEN,GB,ABZ,57.20190,-2.19777
RADOM,PL,RDO,51.38916,21.21361
BENBECULA,GB,BEB,57.48109,-7.36278
VELIKIYE LUKI (WELIKIJE LUKI),RU,VLU,56.38109,30.60810
JUIST,DE,JUI,53.68111,7.05583
SKELLEFTE?,SE,SFT,64.62480,21.07690
ARRECIFE LANZAROTE,ES,ACE,28.94549,-13.60519
BELGRAD,RS,BEG,44.81840,20.30909
ALTENRHEIN,CH,ACH,47.48500,9.56077
MEMMINGEN,DE,FMM,47.98880,10.23950
LYON,FR,LYS,45.72555,5.08111
MUENSTER OSNABRUECK,DE,FMO,52.13460,7.68483
RODEZ,FR,RDZ,44.40790,2.48267
LYDD,GB,LYX,50.95610,0.93916
COLOGNE BONN,DE,CGN,50.86589,7.14273
ISTANBUL,TR,IST,40.97689,28.81459
GOTHENBURG LANDVETTER,SE,GOT,57.66279,12.27980
TIRANA,AL,TIA,41.41469,19.72060
BREST,FR,BES,48.44789,-4.41854
SOENDERBORG,DK,SGD,54.96440,9.79172
PADERBORN LIPPSTADT,DE,PAD,51.61410,8.61631
GORNA,BG,GOZ,43.15140,25.71290
REGGIO CALABRIA,IT,REG,38.07120,15.6516
ATLANTIC CITY,US,ACY,39.45759,-74.57720
ARAXOS,GR,GPA,38.1511,21.4256
FUNCHAL,PT,FNC,32.69789,-16.77449
HURGHADA,EG,HRG,27.17830,33.79940
DJERBA,TN,DJE,33.875,10.77550
IZMIR ADNAN MENDERES,TR,ADB,38.29240,27.15699
NIMES,FR,FNI,43.75740,4.41634
KHARKOV,UA,HRK,49.92480,36.29000
TIVAT,ME,TIV,42.40470,18.72330
REUS BARCELONA,ES,REU,41.14739,1.16717
EL PASO,US,ELP,31.80719,-106.37799
CHANIA,GR,CHQ,35.53170,24.14970
BELFAST,GB,BFS,54.65750,-6.21582
KONYA,TR,KYA,37.979,32.56190
SHARJAH,AE,SHJ,25.32859,55.51720
VILNIUS,LT,VNO,54.63410,25.28580
EAST MIDLANDS,GB,EMA,52.83110,-1.32806
ROME CIAMPINO,IT,CIA,41.7994,12.5949
JEREZ,ES,XRY,36.74459,-6.06011
KARS,TR,KYS,14.48120,-11.40439
BERGEN,NO,BGO,60.29339,5.21814
UMEA,SE,UME,63.79180,20.28280
ALESUND VIGRA,NO,AES,62.5625,6.11969
COMISO,IT,CIY,36.99460,14.60718
WOLOS,GR,VOL,39.21960,22.79430
CHITA (TSCHITA),RU,HTA,52.02629,113.306
MILAN BERGAMO,IT,BGY,45.67390,9.70417
NANCY,FR,ENC,48.69210,6.23046
SIMFEROPOL,UA,SIP,45.05220,33.97510
DOLE,FR,DLE,47.04268,5.43506
ENONTEKIOE,FI,ENF,68.36260,23.42429
IVALO,FI,IVL,68.60729,27.40530
KAZAN (KA SAN),RU,KZN,55.60620,49.27870
TURKU,FI,TKU,60.51409,22.26280
DALAMAN,TR,DLM,36.71310,28.79249
GIRONA BARCELONA,ES,GRO,41.90100,2.76055
GRONINGEN,NL,GRQ,53.11970,6.57944
SAO PAULO GUARULHOS,BR,GRU,-23.43555,-46.47305
GRANADA,ES,GRX,37.18870,-3.77735
GRAZ,AT,GRZ,46.99110,15.43959
SARAJEVO,BA,SJJ,43.82460,18.33149
BIRMINGHAM,GB,BHX,52.45389,-1.74802
TALLINN,EE,TLL,59.41329,24.83279
WROCLAW,PL,WRO,51.10269,16.88579
TULON,FR,TLN,43.09730,6.14602
GÖTEBORG,SE,GSE,57.77470,11.87040
RHODES,GR,RHO,36.40539,28.08620
PONTA DELGADA,PT,PDL,37.74119,-25.69790
TOULOUSE,FR,TLS,43.62910,1.36382
UNST (SHETLAND ISLAND),GB,UNT,60.74720,-0.85385
AGADIR,MA,AGA,30.32500,-9.41306
BASTIA,FR,BIA,42.55270,9.48373
AUGSBURG,DE,AGB,48.42527,10.93166
MOSCOW DOMODEDOVO,RU,DME,55.40879,37.90629
SAN JUAN,PR,SJU,18.43939,-66.00180
TEL AVIV,IL,TLV,32.01139,34.88669
ÄNGELHOLM,SE,AGH,56.29610,12.84710
PLOVDIV,BG,PDV,42.06779,24.8508
SEINAEJOKI,FI,SJY,62.69210,22.83230
PORTLAND,US,PDX,45.58869,-122.59799
JYVASKYLA,FI,JYV,62.39950,25.67830
BILBAO,ES,BIO,43.30110,-2.91060
MALAGA,ES,AGP,36.67490,-4.49911
BIARRITZ,FR,BIQ,43.46833,-1.53111
HUMBERSIDE,GB,HUY,53.57440,-0.35083
THESSALONIKI,GR,SKG,40.51969,22.97089
PERUGIA,IT,PEG,43.09590,12.5132
FRANKFURT,DE,FRA,50.03333,8.57055
TAMPERE,FI,TMP,61.41410,23.60440
SKOPJE,MK,SKP,41.96160,21.62140
SKRYDSTRUP,DK,SKS,55.22104,9.26702
DUNDEE,GB,DND,56.45249,-3.02583
NAPLES,IT,NAP,40.88600,14.2908
GUETTIN,DE,GTI,54.38333,13.32555
FREJUS,FR,FRJ,43.4175,6.7357
SANTA KATARINA MOUNT SINAI,EG,SKV,28.68530,34.0625
RIGA,LV,RIX,56.92359,23.97109
BOLONIA FORLI,IT,FRL,44.19480,12.0701
FLORO,NO,FRO,61.58359,5.02472
ALGHERO,IT,AHO,40.63209,8.29077
DINARD,FR,DNR,48.58769,-2.07996
CORDOBA,ES,ODB,37.84199,-4.84887
TANGIER,MA,TNG,35.72689,-5.91689
AL HOCEIMA,MA,AHU,35.17710,-3.83951
VARKAUS,FI,VRK,62.17110,27.86860
BODRUM MILAS,TR,BJV,37.25059,27.66430
CALVI,FR,CLY,42.52444,8.79305
DENIZLI,TR,DNZ,37.78559,29.70129
ODENSE,DK,ODE,55.47669,10.33090
RIJEKA,HR,RJK,45.21689,14.57030
BADAJOZ,ES,BJZ,38.89130,-6.82133
VERONA,IT,VRN,45.39569,10.8885
FIGARI,FR,FSC,41.50059,9.09778
PAPHOS,CY,PFO,34.71799,32.48569
CHAMBERY,FR,CMF,45.63809,5.88022
ODESSA,UA,ODS,46.42679,30.67650
DEAUVILLE-NORMANDIA,FR,DOL,49.36529,0.15430
CASABLANCA,MA,CMN,33.36750,-7.58997
SANTA MARIA,PT,SMA,36.97140,-25.17060
PERPIGNAN,FR,PGF,42.74039,2.87067
SAMOS,GR,SMI,37.68999,26.91169
MADRID,ES,MAD,40.47192,-3.56264
NICE,FR,NCE,43.65840,7.21586
GENEVA,CH,GVA,46.23809,6.10895
MAHON,ES,MAH,39.86259,4.21864
NEWCASTLE,GB,NCL,55.03749,-1.69166
STOCKHOLM VASTERAS,SE,VST,59.58940,16.63360
ERZINCAN,TR,ERC,39.71020,39.52700
AJACCIO,FR,AJA,41.92359,8.80292
CONSTANTA,RO,CND,44.36220,28.48830
ERFURT,DE,ERF,50.97980,10.95810
TROMSOE,NO,TOS,69.68329,18.91889
RAS AL KHAYMAH (RAS AL KHAIMAH),AE,RKT,25.61350,55.93880
MANCHESTER,GB,MAN,53.35369,-2.27495
BLACKPOOL,GB,BLK,53.77170,-3.02860
BILLUND LEGOLAND,DK,BLL,55.74029,9.15178
TAMPA,US,TPA,27.97550,-82.53320
ANNECY,FR,NCY,45.93083,6.10638
BOLOGNA,IT,BLQ,44.5354,11.2887
ERZURUM,TR,ERZ,39.95650,41.17020
ROSTOCK LAAGE,DE,RLG,53.91820,12.27830
SHANNON (LIMERICK),IE,SNN,52.70199,-8.92481
ANKARA,TR,ESB,40.12810,32.99509
PHILADELPHIA,US,PHL,39.87189,-75.24109
TRAPANI,IT,TPS,37.9114,12.488
STOCKHOLM BROMMA,SE,BMA,59.35440,17.94169
FUERTEVENTURA,ES,FUE,28.45269,-13.86380
NADOR,MA,NDR,34.98880,-3.02820
PHOENIX,US,PHX,33.43429,-112.01200
MARIBOR,SI,MBX,46.47990,15.68610
WESTERLAND SYLT,DE,GWT,54.91320,8.34047
AS-SAWIRA,MA,ESU,31.39749,-9.68167
BALATON,HU,SOB,46.68639,17.15908
GALWAY,IE,GWY,53.30020,-8.94159
AKROTIRI,CY,AKT,34.59040,32.9879
MARSA ALAM,EG,RMF,25.55710,34.58369
SOGNDAL,NO,SOG,61.15610,7.13778
SOFIA,BG,SOF,42.69669,23.41143
RIMINI,IT,RMI,44.02030,12.6117
KANSAS CITY,US,MCI,39.2976,-94.71389
GLASGOW PRESTWICK,GB,PIK,55.50939,-4.58666
LANNION,FR,LAI,48.75439,-3.47165
ALBANY,US,ALB,42.74829,-73.80169
ALICANTE,ES,ALC,38.28219,-0.55815
ELAT,IL,ETH,29.56130,34.96009
ORLANDO,US,MCO,28.42939,-81.30899
SOUTHAMPTON EASTLEIGH,GB,SOU,50.95029,-1.35679
SODANKYLAE,FI,SOT,67.39499,26.61910
COPENHAGEN,DK,CPH,55.61790,12.65600
PITTSBURGH,US,PIT,40.49150,-80.23290
ALTA,NO,ALF,69.97609,23.37170
POITIERS BIARD,FR,PIS,46.58769,0.30666
LOS ANGELES,US,LAX,33.94250,-118.40799
BROENNOEYSUND,NO,BNN,65.46109,12.21749
DRESDEN,DE,DRS,51.13280,13.76720
RONNEBY,SE,RNB,56.26670,15.26500
SANTA CRUZ DE LA PALMA,ES,SPC,28.62649,-17.75559
TRONDHEIM,NO,TRD,63.45780,10.92399
ROANNE,FR,RNE,46.05830,4.00138
OSLO TORP,NO,TRF,59.18669,10.25860
METZ NANCY,FR,ETZ,48.98210,6.25131
LEEDS BRADFORD,GB,LBA,53.86589,-1.66057
OHRID,MK,OHD,41.18,20.7423
LUBECK,DE,LBC,53.80540,10.71920
ALEXANDRIA EL NHOUZA,EG,ALY,31.18390,29.94890
PARIS LE BOURGET,FR,LBG,48.96939,2.44139
TURIN,IT,TRN,45.20080,7.64963
GUAYAQUIL,EC,GYE,-2.15741,-79.88359
ALBI,FR,LBI,43.91389,2.11305
DONCASTER SHEFFIELD,GB,DSA,53.48053,-1.01065
ROENNE,DK,RNN,55.06330,14.75959
TRIESTE,IT,TRS,45.82749,13.4722
BORDEAUX,FR,BOD,44.82830,-0.71555
RENNES,FR,RNS,48.06949,-1.73478
SPLIT,HR,SPU,43.53889,16.29800
BOURNEMOUTH,GB,BOH,50.77999,-1.84249
BOGOTA,CO,BOG,4.70159,-74.1469
BOURGAS (BURGAS),BG,BOJ,42.56959,27.51519
CIUDAD REAL,ES,CQM,38.85638,-3.97
DES MOINES,US,DSM,41.53400,-93.66310
BODO,NO,BOO,67.26920,14.36530
ULAN UDE,RU,UUD,51.80780,107.43800
TREVISO,IT,TSF,45.64839,12.1944
AMSTERDAM,NL,AMS,52.30860,4.76388
BOSTON,US,BOS,42.36429,-71.00520
LARNACA,CY,LCA,34.87509,33.62490
LA CORUNA,ES,LCG,43.30210,-8.37726
LODZ,PL,LCJ,51.72190,19.39809
TIMISOARA,RO,TSR,45.80989,21.33790
CRAIOVA,RO,CRA,44.31809,23.88859
EVENES,NO,EVE,68.49130,16.67810
KAJAANI,FI,KAJ,64.28549,27.69239
ANCHORAGE,US,ANC,61.17440,-149.99600
KUUSMO,FI,KAO,65.98760,29.23940
ANGOUL?ME,FR,ANG,45.72919,0.22145
BRUSSELS CHARLEROI,BE,CRL,50.45920,4.45382
DORTMUND,DE,DTM,51.51829,7.61223
ERIWAN,AM,EVN,40.14730,44.39590
GAZIANTEP,TR,GZT,36.94720,37.47869
MX CITY,MX,MEX,19.4363,-99.07209
LONDON CITY AIRPORT,GB,LCY,51.50529,0.05527
ANTWERP,BE,ANR,51.18939,4.46027
CROTONE,IT,CRV,38.9972,17.0802
NOVI SAD,RS,QND,45.38574,19.83389
LOURDES TARBES,FR,LDE,43.17869,-0.00643
VÄXJÖ SMALAND,SE,VXO,56.92910,14.72799
DUBLIN,IE,DUB,53.42129,-6.27007
LIDKOEPING,SE,LDK,58.46549,13.17440
PALANGA,LT,PLQ,55.97320,21.09390
ALTENBURG,DE,AOC,50.98194,12.50638
KIEV BORISPOL,UA,KBP,50.34500,30.89469
SANTA CRUZ DE LA SIERRA,BO,SRZ,-17.81159,-63.17150
ANCONA,IT,AOI,43.61629,13.3623
KARPATHOS,GR,AOK,35.42139,27.14599
MAGDEBURG COCHSTEDT,DE,CSO,51.85639,11.42029
DERRY,GB,LDY,55.04280,-7.16110
NEW YORK NEWARK,US,EWR,40.69250,-74.16870
DUESSELDORF,DE,DUS,51.28950,6.76677
TOURS,FR,TUF,47.43220,0.72760
PARMA,IT,PMF,44.82450,10.2964
SHARM EL SHEIKH,EG,SSH,27.97730,34.39500
ST. PETERSBURG,RU,LED,59.80030,30.26250
TUNIS,TN,TUN,36.85100,10.22719
PALMA DE MALLORCA,ES,PMI,39.55170,2.73881
LEIPZIG,DE,LEJ,51.42388,12.23638
CATANIA,IT,CTA,37.46680,15.0664
ALMERIA,ES,LEI,36.84389,-2.37010
PALERMO,IT,PMO,38.17599,13.091
BREMEN,DE,BRE,53.04750,8.78666
KAHRAMANMARAS,TR,KCM,37.53882,36.95352
BARI,IT,BRI,41.13890,16.76059
LAND'S END,GB,LEQ,50.10279,-5.67055
ZADAR,HR,ZAD,44.10829,15.34669
BERNE,CH,BRN,46.91410,7.49714
BRNO,CZ,BRQ,49.15129,16.69440
EXETER,GB,EXT,50.73440,-3.41388
LELYSTAD,NL,LEY,52.46030,5.52721
ZAGREB,HR,ZAG,45.74290,16.06879
BRISTOL,GB,BRS,51.38270,-2.71909
BARRA,GB,BRR,57.02280,-7.44305
OLBIA,IT,OLB,40.89870,9.51763
ST. LOUIS,US,STL,38.74869,-90.37000
LONDON STANSTED,GB,STN,51.88499,0.23499
PANTELLERIA,IT,PNL,36.81650,11.9689
STUTTGART,DE,STR,48.68989,9.22196
ZARAGOZA,ES,ZAZ,41.66619,-1.04155
CUNEO,IT,CUF,44.54700,7.62322
MARIEHAMN (MAARIANHAMINA),FI,MHQ,60.12220,19.89819
BASEL,CH,BSL,47.59,7.52916
CANCUN,MX,CUN,21.03650,-86.87709
MIAMI,US,MIA,25.79319,-80.29060
LAMEZIA TERME,IT,SUF,38.90539,16.2423
NEW YORK LAGUARDIA,US,LGA,40.77719,-73.87259
KEFLAVIK,IS,KEF,63.98500,-22.60560
LIEGE,BE,LGG,50.63740,5.44322
MIKKELI,FI,MIK,61.6866,27.20179
DUBAI,AE,DXB,25.25279,55.36439
MOSTAR,BA,OMO,43.28290,17.84589
KEMI TORNIO,FI,KEM,65.77870,24.58209
PORI,FI,POR,61.46170,21.79999
KIEL,DE,KEL,54.37944,10.14527
CINCINNATI,US,CVG,39.04880,-84.66780
ORADEA,RO,OMR,47.02529,21.90250
ARKHANGELSK,RU,ARH,64.60030,40.71670
MONASTIR,TN,MIR,35.75809,10.75469
POZNAN,PL,POZ,52.42100,16.82629
STOCKHOLM ARLANDA,SE,ARN,59.65190,17.91860
LONDON GATWICK,GB,LGW,51.14810,-0.19027
BRATISLAVA,SK,BTS,48.17020,17.21269
COVENTRY BAGINTON,GB,CVT,52.36970,-1.47971
STAVANGER,NO,SVG,58.87670,5.63778
ARAD,RO,ARW,46.17660,21.26199
SAVONLINNA,FI,SVL,61.94309,28.94510
BERLIN TEGEL,DE,TXL,52.55970,13.28769
ROTTERDAM,NL,RTM,51.95690,4.43722
MOSCOW SHEREMETYEVO,RU,SVO,55.97259,37.4146
SEVILLA,ES,SVQ,37.41799,-5.89310
BUDAPEST,HU,BUD,47.43690,19.25559
MYTILENE,GR,MJT,39.05670,26.59830
LONDON HEATHROW,GB,LHR,51.4706,-0.46194
MURCIA,ES,MJV,37.77500,-0.81238
CARDIFF,GB,CWL,51.39670,-3.34332
NIKOLAEV,UA,NLV,47.05789,31.91979
KAYSERI,TR,ASR,38.77040,35.49539
IBIZA,ES,IBZ,38.87289,1.37311
ASUNCION,PY,ASU,-25.23999,-57.52000
ASWAN DARAW,EG,ASW,23.96439,32.81999
LIMOGES,FR,LIG,45.86280,1.17944
PARIS BEAUVAIS,FR,BVA,49.45439,2.11278
LILLE,FR,LIL,50.56333,3.08688
BRIVE,FR,BVE,48.78000,5.98000
HANNOVER,DE,HAJ,52.46110,9.68507
MILAN LINATE,IT,LIN,45.44509,9.27674
LIMA,PE,LIM,-12.0219,-77.11430
ATHENS,GR,ATH,37.93640,23.94449
HAMBURG,DE,HAM,53.63040,9.98822
KOS,GR,KGS,36.79330,27.09169
LISBON,PT,LIS,38.78129,-9.13591
ATLANTA,US,ATL,33.63669,-84.42810
HAVANA,CU,HAV,22.98920,-82.40910
STRASBOURG,FR,SXB,48.53829,7.62823
HAUGESUND,NO,HAU,59.34529,5.20836
MALTA,MT,MLA,35.85749,14.4775
PRAGUE,CZ,PRG,50.1008,14.26
SLIGO,IE,SXL,54.28020,-8.59920
ASSIUT,EG,ATZ,27.04649,31.01199
MULHOUSE,FR,MLH,47.59,7.52916
ROVANIEMI,FI,RVN,66.56479,25.83040
PRISTINA,RS,PRN,42.5728,21.03580
NEW YORK JOHN F. KENNEDY,US,JFK,40.63980,-73.77890
PORTO,PT,OPO,41.24810,-8.68138
TRABZON,TR,TZX,40.99509,39.78969
ABU DHABI,AE,AUH,24.43300,54.65110
BALTIMORE,US,BWI,39.17539,-76.66829
LJUBLJANA,SI,LJU,46.22370,14.4576
CHABAROVSK (KHABAROVSK),RU,KHV,48.52799,135.18800
MALATYA,TR,MLX,38.35369,38.25389
AURILLAC,FR,AUR,44.89139,2.42194
PISA,IT,PSA,43.68389,10.3927
PORT SAID,EG,PSD,31.27939,32.24000
KNOCK,IE,NOC,53.91030,-8.81849
DURHAM TEES,GB,MME,54.50920,-1.42940
KRISTIANSTAD,SE,KID,55.92169,14.08549
MURMANSK,RU,MMK,68.78170,32.75080
LAKSELV,NO,LKL,70.06880,24.97349
PESCARA,IT,PSR,42.43170,14.1811
STORNWAY,GB,SYY,58.21559,-6.33111
CONSTANTINE,DZ,CZL,36.27600,6.62038
KERRY,IE,KIR,52.18090,-9.52377
CHISINAU,MD,KIV,46.92770,28.93099
MALMÖ (MALMOE),SE,MMX,55.53630,13.37619
KYIV ZHULIANY,UA,IEV,50.40194,30.45194
OEREBRO,SE,ORB,59.22370,15.03800
SAMSUN,TR,SZF,41.25450,36.56710
LULEA,SE,LLA,65.54380,22.12199
SALZBURG,AT,SZG,47.79330,13.00430
PARIS VATRY,FR,XCR,48.77610,4.18449
CORK,IE,ORK,51.84130,-8.49110
ORAN (OUAHRAN),DZ,ORN,35.62390,-0.62118
WARSAW,PL,WAW,52.16569,20.96710
SZCZECIN,PL,SZZ,53.58470,14.90219
OLSZTYN MAZURY,PL,SZY,53.48189,20.93770
PARIS ORLY,FR,ORY,48.72333,2.37944
BAYREUTH,DE,BYU,49.98500,11.64000
PAU,FR,PUF,43.38000,-0.41861
OSLO RYGGE,NO,RYG,59.37881,10.78543
OSIJEK,HR,OSI,45.46269,18.81019
PUNTA CANA,DO,PUJ,18.56739,-68.36340
OSLO GARDERMOEN,NO,OSL,60.19390,11.10039
MOLDE,NO,MOL,62.74470,7.26249
ALEKSANDROPOLIS,GR,AXD,40.85589,25.95630
BYDGOSZCZ,PL,BZG,53.09680,17.97769
HELSINKI,FI,HEL,60.31719,24.96330
LAMPEDUS,IT,LMP,35.49789,12.6181
KIRKENES,NO,KKN,69.72579,29.89130
OSTRAWA,CZ,OSR,49.69630,18.11109
OSTENDA,BE,OST,51.19889,2.86222
HERAKLION,GR,HER,35.33969,25.18029
FARO,PT,FAO,37.01440,-7.96590
PULA,HR,PUY,44.89350,13.92220
NEWQUAY,GB,NQY,50.44060,-4.99540
VAASA,FI,VAA,63.05070,21.76219
BEZIERS,FR,BZR,43.32350,3.35389
RZESZOW,PL,RZE,50.11000,22.01899
HAIFA,IL,HFA,32.80939,35.04309
VAN FERIT MELEN,TR,VAN,38.46820,43.33229
PREVEZA LEFKAS,GR,PVK,38.92549,20.76530
NORRKOEPING,SE,NRK,58.58629,16.25060
VARNA,BG,VAR,43.23210,27.8251
MONTPELLIER FREJORGUES,FR,MPL,43.57619,3.96301
SIVAS,TR,VAS,39.81380,36.9035
BUCHAREST OTOPENI,RO,OTP,44.57111,26.085
DÜSSELDORF WEEZE,DE,NRN,51.60240,6.14216
GDANSK,PL,GDN,54.37760,18.46619
KALMAR,SE,KLR,56.68550,16.28759
KLAGENFURT,AT,KLU,46.64250,14.3377
KALAMATA,GR,KLX,37.06829,22.02549
HAMMERFEST,NO,HFT,70.67970,23.66860
LINZ,AT,LNZ,48.2332,14.1875
ANTALYA,TR,AYT,36.89870,30.80050
OUJDA,MA,OUD,34.78720,-1.92399
CHIOS,GR,JKH,38.34320,26.14060
VERONA MONTICHIARI,IT,VBS,45.42890,10.3306
JONKOPING AXAMO,SE,JKG,57.75759,14.06869
OULU,FI,OUL,64.93009,25.35460
PORTLAND (ME),US,PWM,43.64619,-70.30930
MARDIN,TR,MQM,37.22330,40.63169
VISBY,SE,VBY,57.66279,18.34620
ROME FIUMICINO,IT,FCO,41.80027,12.23888
BASEL MULHOUSE,FR,EAP,47.59,7.52916
SAN SEBASTIAN,ES,EAS,43.35649,-1.79060
VENICE MARCO POLO,IT,VCE,45.50529,12.3519
NOVOSIBIRSK TOLMACHEVO,RU,OVB,55.01259,82.65070
GRAN CANARIA,ES,LPA,27.93190,-15.38659
OVIEDO,ES,OVD,43.56359,-6.03461
NANTES,FR,NTE,47.15319,-1.61073
ELBA ISLAND,IT,EBA,42.7603,10.2394
PORTO SANTO,PT,PXO,33.07339,-16.35000
LIVERPOOL,GB,LPL,53.33359,-2.84972
FRIEDRICHSHAFEN,DE,FDH,47.67129,9.51148
ESBJERG,DK,EBJ,55.52590,8.55340
LAPPEENRANTA,FI,LPP,61.04460,28.14474
FRANKFURT HAHN,DE,HHN,49.94869,7.26388
MARSEILLE,FR,MRS,43.43927,5.22142
MINERALNYE VODY,RU,MRV,44.22510,43.08190
EILAT OVDA,IL,VDA,29.94029,34.93579
VALVERDE,ES,VDE,27.81480,-17.88710
ST. ETIENNE,FR,EBU,45.54059,4.29639
KENT (MANSTON),GB,MSE,51.34220,1.34611
NUREMBERG,DE,NUE,49.49869,11.07805
KIRKWALL ORKNEY,GB,KOI,58.95780,-2.90499
KOKKOLA PIETARSAARI,FI,KOK,63.72119,23.14310
MYKONOS,GR,JMK,37.43510,25.34810
MINSK,BY,MSQ,53.88249,28.03070
MINNEAPOLIS,US,MSP,44.88199,-93.22180
MUS,TR,MSR,38.74779,41.66120
MAASTRICHT AACHEN,NL,MST,50.91170,5.77014
IRKUTSK,RU,IKT,52.26800,104.38899
FES,MA,FEZ,33.92729,-4.97796
LLEIDA,ES,ILD,41.72818,0.53502
YAKUTSK,RU,YKS,62.09329,129.77099
LA ROCHELLE,FR,LRH,46.17919,-1.19527
UKHTA,RU,UCT,63.56689,53.80469
EDINBURGH,GB,EDI,55.95000,-3.37249
LORIENT,FR,LRT,47.76060,-3.44000
NAXOS,GR,JNX,37.08110,25.36809
ISLAY,GB,ILY,55.68190,-6.25666
DUBROVNIK,HR,DBV,42.56140,18.26819
MUNICH,DE,MUC,48.35380,11.78610
UZHGOROD,UA,UDJ,48.63430,22.26339
GIBRALTAR,GI,GIB,36.15119,-5.34965
JOENSUU,FI,JOE,62.66289,29.60750
MARSA MATRAH (MARSA MATRUH),EG,MUH,31.32539,27.22170
NORWICH,GB,NWI,52.67580,1.28278
SUMBURGH (SHETLAND),GB,LSI,59.87889,-1.29556
TBILISI,GE,TBS,41.66920,44.95470
CAGLIARI,IT,CAG,39.25149,9.05428
CAIRO,EG,CAI,30.12190,31.40559
CAMPBELTOWN,GB,CAL,55.43719,-5.68638
WICK,GB,WIC,58.45890,-3.09306
LOSINJ,HR,LSZ,44.56579,14.39309
MONTEVIDEO,UY,MVD,-34.83840,-56.03079
VIGO,ES,VGO,42.23180,-8.62677
SAN DIEGO,US,SAN,32.73360,-117.19000
SAN PEDRO SULA,HN,SAP,15.45259,-87.92359
NIS,RS,INI,43.33729,21.85370
KRAKOW,PL,KRK,50.07770,19.78479
KIRUNA,SE,KRN,67.82199,20.33679
LONDON LUTON,GB,LTN,51.87469,-0.36833
JIJEL,DZ,GJL,36.79510,5.87361
INNSBRUCK,AT,INN,47.26020,11.344
KARUP,DK,KRP,56.29750,9.12462
CAMBRIGDE,GB,CBG,52.20500,0.17499
KEFALLINIA,GR,EFL,38.12009,20.50049
KRISTIANSAND,NO,KRS,58.20420,8.08537
OUARZAZATE,MA,OZZ,30.93910,-6.90943
INVERNESS,GB,INV,57.54249,-4.04750
UFA,RU,UFA,54.55749,55.87440
KARLSTAD,SE,KSD,59.44469,13.33740
SAINT BRIEUC,FR,SBK,48.5378,-2.85444
LUGANO,CH,LUG,46.00429,8.91057
BERGERAC ROUMANIERES,FR,EGC,44.82529,0.51861
FAIR ISLE (SHETLAND),GB,FIE,59.53580,-1.62805
